id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
10249751709581372336,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,dd320749,7fc0339a,1,0,20366,320,50,2333,0,39,-1,157
10250336420805144430,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a6df415d,5096d134,1,0,15704,320,50,1722,0,35,-1,79
10250431074666145736,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,2d22574c,5ae6a2e9,1c6a881d,1,2,21611,320,50,2480,3,297,100111,61
10250566884991952583,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4cd357a7,8a4875bd,1,0,15708,320,50,1722,0,35,-1,79
10250576022209601956,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ce11f2e6,ecb851b2,1,0,15699,320,50,1722,0,35,100084,79
10250659232349445487,0,14102100,1005,1,791b5571,fd13bc73,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,83e5ed27,6bfbb32f,1,0,16859,320,50,1887,3,39,-1,23
10250719686535104936,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,00848fac,2347f47a,cef3e649,ef738727,08875505,dc15c87e,1,2,18993,320,50,2161,0,35,-1,157
10251178699012941882,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b2cceebc,d25693ce,1,0,15706,320,50,1722,0,35,-1,79
10251243874448627080,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,215a353d,462f0bdf,1,0,20362,320,50,2333,0,39,-1,157
10251256594808215504,0,14102100,1005,0,1a5c1d83,5dddf09e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,395d29e0,9536c5da,1,0,20352,320,50,2333,0,39,-1,157
10251257831980779397,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2c2f7780,7dc3b26e,1,0,15701,320,50,1722,0,35,100084,79
10251422713615179869,1,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,20e1514a,05e70df4,1,0,17653,300,250,1994,2,39,-1,33
10251487993759436390,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1506ec1a,c6263d8a,1,0,15706,320,50,1722,0,35,-1,79
10252005952411774175,0,14102100,1005,1,0c2fe9d6,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,42ebcc0a,4567d2e5,1,2,20634,320,50,2374,3,39,-1,23
10252243177141307160,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a12ecac2,d787e91b,1,0,15708,320,50,1722,0,35,-1,79
10252376750820726171,0,14102100,1002,0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,23f900d5,c15f6e2f,cf19f7f7,0,0,21300,320,50,2446,3,171,100228,156
10252421922925531163,0,14102100,1002,0,75f43c5a,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,3cb13a10,31f8e95a,f9ba9057,0,0,21665,320,50,2493,3,35,-1,117
10252496864481603528,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6fb4f64c,0a3aa014,1,0,20362,320,50,2333,0,39,-1,157
10252632797732410152,0,14102100,1002,0,383f4a51,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,fbd7585d,b545d3f4,d411a468,0,0,21665,320,50,2493,3,35,-1,117
10253011653910194332,0,14102100,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a045be44,ca136f4e,1,0,18993,320,50,2161,0,35,-1,157
10253148979646977209,1,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,f752a511,05b9fa1b,1,0,20596,320,50,2161,0,35,-1,157
10253184020497513532,1,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,0e1429fd,d9b5648e,0f2161f8,a99f214a,b2927d99,99e427c9,1,0,20980,320,50,2371,0,551,-1,46
1025336084711564568,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,0364c072,ed8ac668,e8d6bd6d,1,0,17877,320,50,2036,3,47,-1,156
10253743248114325173,0,14102100,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8bc87946,8a4875bd,1,0,20366,320,50,2333,0,39,100074,157
10253803251892865613,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0489ce3f,96a7c171,1,0,15699,320,50,1722,0,35,-1,79
10254068796310509008,0,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ccc9948f,0d9ae625,1,0,17037,320,50,1934,2,39,-1,16
10254100896334174984,0,14102100,1002,0,75f43c5a,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,05f75302,6153415d,c978d6f5,0,0,21665,320,50,2493,3,35,-1,117
10254271605192432567,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,71c78775,1f0bc64f,1,0,15702,320,50,1722,0,35,100084,79
10254356565112010129,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b1f1602,be74e6fe,1,0,15702,320,50,1722,0,35,100084,79
10254478221200222643,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2c628a57,76dc4769,1,0,15705,320,50,1722,0,35,-1,79
10254627140972491931,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,45aff1a2,5c620f04,d1327cf5,89066c52,3ed09b5f,a8d2c4cf,1,0,15699,320,50,1722,0,35,-1,79
10254644786857695062,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,79a1617b,711ee120,1,0,15703,320,50,1722,0,35,-1,79
10254780732676381835,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,7653062e,33c9c797,1,0,20366,320,50,2333,0,39,-1,157
10254981692950497579,0,14102100,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,37d2d8dd,8ce34352,1,0,16071,320,50,1784,2,175,100077,95
10255029859666490595,1,14102100,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,8eb51743,84ebbcd4,1,0,17654,300,250,1994,2,39,100083,33
10255327768647260517,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,945dd5c4,1,0,17614,320,50,1993,2,1063,-1,33
10255470373197490088,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,825ebccb,711ee120,1,0,15705,320,50,1722,0,35,-1,79
10255681685161907500,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ea9edeb5,8a4875bd,1,0,15705,320,50,1722,0,35,-1,79
10256434730935810821,0,14102100,1005,0,cd58172f,b9c4ab81,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e89da4b2,5db079b5,1,2,20596,320,50,2161,0,35,-1,157
10257187851134185192,0,14102100,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a09c2b40,5096d134,1,0,15699,320,50,1722,0,35,100084,79
1025733598477032121,1,14102100,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a5a65107,fce66524,1,0,16838,320,50,1882,3,35,-1,13
10257399954526342174,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,4c1f186f,e4d304c6,1,0,20634,320,50,2374,3,39,-1,23
10257415232910155583,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f0e4ddd1,8a4875bd,1,0,15708,320,50,1722,0,35,100084,79
10257422771032932479,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,62e084c5,7801e8d9,0f2161f8,971d35f0,b0070d9a,13555279,1,0,20634,320,50,2374,3,39,-1,23
10257466316553245178,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,6bf6e3ab,af7fe221,1,0,21611,320,50,2480,3,297,100111,61
10257486118017569543,0,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,27b3e885,4ea23a13,1,0,17654,300,250,1994,2,39,-1,33
10257507192545958066,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a42bb4a2,d787e91b,1,0,15699,320,50,1722,0,35,100084,79
10257592514983379010,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,9e84f1f2,07c7bbef,0bc44f2a,1,0,21611,320,50,2480,3,297,100111,61
10258020123017280917,0,14102100,1002,0,5b787406,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,1c8c9fa1,af4ba73a,766b28b3,0,0,21704,320,50,2497,3,43,100151,42
10258091496222047301,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,501eb75e,7801e8d9,0f2161f8,2c8ae68c,562b0afd,f07e20f8,4,2,21665,320,50,2493,3,35,-1,117
1025827239079748090,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,28d7c896,1b8a6145,1,0,19743,320,50,2264,3,427,100000,61
10258694388329688215,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e4cb4bed,d25693ce,1,0,15701,320,50,1722,0,35,-1,79
10258780552800450213,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,3bdf0932,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
1025896577726728951,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3c935faf,8ce34352,1,0,15699,320,50,1722,0,35,-1,79
10258999582704420273,0,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a7d73d05,e7726527,1,0,20352,320,50,2333,0,39,-1,157
10259222517887096237,0,14102100,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0957e303,8a4875bd,1,0,19950,320,50,1800,3,167,100077,23
10259448092830169976,0,14102100,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c11d4143,d4897fef,1,0,19950,320,50,1800,3,167,100075,23
10259503424723791416,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1d4217a3,1f0bc64f,1,0,15705,320,50,1722,0,35,100083,79
10259600804629286246,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,828636f3,8a4875bd,1,0,15702,320,50,1722,0,35,100084,79
102596956547268320,0,14102100,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,71eb1352,d5db24c3,1,0,18993,320,50,2161,0,35,100210,157
10259824575541707202,0,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8e99980f,3fc2200d,1,0,20362,320,50,2333,0,39,-1,157
10259854458500235336,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,e4cf3bad,f0da9d57,0153a639,1,0,20632,320,50,2374,3,39,-1,23
10259939990220761731,0,14102100,1005,0,ff361da0,6dbd48f0,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,456de2b3,02edaeaa,1,0,20362,320,50,2333,0,39,-1,157
10260270606182683303,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0771e19b,16954458,1,0,15708,320,50,1722,0,35,100084,79
10260563999171952059,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,b0070d9a,779d90c2,1,0,20633,320,50,2374,3,39,-1,23
10260687987362092029,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,056c2c1b,4ea23a13,1,0,20596,320,50,2161,0,35,-1,157
10260880232912901790,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3ed09b5f,a0f5f879,1,0,15706,320,50,1722,0,35,-1,79
10261069998890032445,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5b905b16,06fbfd42,1,0,15703,320,50,1722,0,35,-1,79
10261121642407831679,0,14102100,1005,0,89a490f5,ce307e01,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,55ba023d,be87996b,1,2,20009,320,50,2283,0,163,-1,95
10261135381721984243,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9a77d0b6,36d749e5,1,0,15701,320,50,1722,0,35,-1,79
10261408033730224183,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,00848fac,2347f47a,cef3e649,a2d91408,03cf54ef,5096d134,1,3,18993,320,50,2161,0,35,100148,157
10261867771650810130,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3d7fa146,5096d134,1,0,15703,320,50,1722,0,35,100084,79
10262035616013430634,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,63fc4ade,8a4875bd,1,0,15699,320,50,1722,0,35,100084,79
10262207567609518480,0,14102100,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a72fb372,8a4875bd,1,0,20596,320,50,2161,0,35,-1,157
10262295590156356316,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e8168504,d787e91b,1,0,15702,320,50,1722,0,35,-1,79
10262659971435427948,0,14102100,1002,0,1aaa89da,59d1c519,50e219e0,ecad2386,7801e8d9,07d7df22,6c388ce9,234dc6d8,a08d16cd,0,0,21309,320,50,2449,0,163,100241,91
10262784378818121048,0,14102100,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,7a1f7e13,6569eeb3,1,0,17653,300,250,1994,2,39,100084,33
10262846703599531029,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b3b5755,81b42528,1,0,15705,320,50,1722,0,35,-1,79
10263092477105088279,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,348533f2,04f5b394,1,0,15705,320,50,1722,0,35,-1,79
10263094582844089596,0,14102100,1005,0,9ee9dd00,759d1c56,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ffbd796a,d787e91b,1,0,20352,320,50,2333,0,39,-1,157
10263158951592242926,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c855f59d,a0f5f879,1,0,15704,320,50,1722,0,35,-1,79
10263293254607117881,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,38b1e3e7,9eaccec8,1,0,20352,320,50,2333,0,39,-1,157
10263327996156539760,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,851e0632,2347f47a,0f2161f8,13f736ec,ba3e7a28,aaffed8f,1,0,20596,320,50,2161,0,35,100131,157
10263422275959793255,0,14102100,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,5e2a061e,779d90c2,1,0,19771,320,50,2227,0,687,100075,48
10263463268773814103,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,65d7f2e0,ad0177e7,1,0,15701,320,50,1722,0,35,-1,79
10263506990007819423,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9b1fe278,5db079b5,1,2,15708,320,50,1722,0,35,-1,79
10263509471307895305,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,44801bc1,1,0,15707,320,50,1722,0,35,-1,79
10263554184237695638,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,948c4678,36d749e5,1,0,15706,320,50,1722,0,35,-1,79
10263564702355856099,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0a5ff7ac,edead9f4,1,0,15708,320,50,1722,0,35,100083,79
10263680697738197071,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,1f0bc64f,1,0,15701,320,50,1722,0,35,-1,79
10263988426251307766,1,14102100,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e05297ae,84ebbcd4,1,0,17653,300,250,1994,2,39,-1,33
10264297904951330984,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,57bce7c6,d787e91b,1,0,20362,320,50,2333,0,39,-1,157
10264395608831808686,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e0e6f8b3,24f6b932,1,0,15703,320,50,1722,0,35,100084,79
10264425485914092157,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4db48270,3bd9e8e7,1,0,15699,320,50,1722,0,35,100084,79
10264440745186459272,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e68eb5b0,2347f47a,0f2161f8,a2b6e269,fe190de8,7ac6007f,1,2,18993,320,50,2161,0,35,-1,157
10264632082495199804,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,53de0284,d9b5648e,0f2161f8,a99f214a,b2f4ca4b,321f8b9d,1,0,21611,320,50,2480,3,297,100111,61
10264982671192264245,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,37160737,0f33af29,1,0,21611,320,50,2480,3,297,100111,61
10265190039833481696,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,c776ba2a,7801e8d9,0f2161f8,29968214,c17d34ba,f07e20f8,4,0,21311,320,50,2449,0,163,100105,91
10265191821317086098,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3408ea85,158e4944,1,0,15699,320,50,1722,0,35,-1,79
10265484761484198362,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a20ce13c,24f6b932,1,0,20362,320,50,2333,0,39,-1,157
10265544115000870072,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,be87996b,1,2,15701,320,50,1722,0,35,-1,79
10266468482090325951,0,14102100,1005,1,461f4ff6,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7a3ede12,329c70fc,1,0,18993,320,50,2161,0,35,-1,157
10266882798004754830,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,57cd4006,04f5b394,1,0,15704,320,50,1722,0,35,-1,79
10266991050434221456,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e288fcdf,ef726eae,1,0,15706,320,50,1722,0,35,100084,79
10267042859052731136,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d82523d8,ff065cf0,1,2,15706,320,50,1722,0,35,-1,79
10267099403393544554,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,14ee7185,6030d38a,069fda1d,1,2,18987,320,50,2158,3,291,-1,61
10267341504148502867,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0b21ec71,4ea23a13,1,0,15706,320,50,1722,0,35,100083,79
1026736720985107034,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1c05be31,c6263d8a,1,0,15706,320,50,1722,0,35,-1,79
10267573434663162409,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,2c0e1d1a,d787e91b,1,0,20633,320,50,2374,3,39,-1,23
1026806644747170472,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d5038666,be87996b,1,2,15708,320,50,1722,0,35,100084,79
1026839355203404739,1,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6fe78038,711ee120,1,0,17753,320,50,1993,2,1063,-1,33
10268641079933946078,0,14102100,1002,0,85f751fd,c4e18dd6,50e219e0,4e02fbd3,7801e8d9,07d7df22,bcd05a21,2d7c0179,c207a47d,0,0,21202,320,50,2427,0,169,100106,91
10268661774321764238,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7e786144,04f5b394,1,0,15708,320,50,1722,0,35,100084,79
10268815718180549664,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,c90a30a1,cf589597,bd1e9791,1,0,6559,320,50,571,2,39,-1,32
10269020323911367871,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,44801bc1,1,0,15703,320,50,1722,0,35,-1,79
10269026582928802436,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,1a8f57d2,35e87701,1,0,21611,320,50,2480,3,297,100111,61
10269076326079561346,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6c027a2c,711ee120,1,0,15707,320,50,1722,0,35,100084,79
10269251855115766114,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2ed31c69,3bd9e8e7,1,0,15706,320,50,1722,0,35,100084,79
10269514267542462359,0,14102100,1002,0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,c357dbff,b48f2274,373ecbe6,0,0,21689,320,50,2496,3,167,100191,23
10269526957630567353,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,53de0284,d9b5648e,0f2161f8,a99f214a,baaabc40,f4fffcd0,1,0,21611,320,50,2480,3,297,100111,61
10269875422433539148,0,14102100,1005,0,3dbbce24,da116696,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,05e8e312,31f63ca2,1,0,20005,320,50,2283,0,163,-1,95
10269879344283127491,1,14102100,1002,0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,4886ae6c,acaf0e10,cf19f7f7,0,0,21296,300,50,2446,3,171,100228,156
10269892941284768553,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,9e17671c,fce66524,1,0,20633,320,50,2374,3,39,-1,23
10270035927587381860,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5f869855,2203a096,1,0,15704,320,50,1722,0,35,-1,79
10270203681184680100,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6563308,6332421a,1,0,15707,320,50,1722,0,35,-1,79
10270321378573521860,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5f491e87,1f0bc64f,1,0,15701,320,50,1722,0,35,100084,79
10270456600140775062,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,39b1be55,8a4875bd,1,0,18993,320,50,2161,0,35,-1,157
10270511845295291070,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4f30326e,8a4875bd,1,0,15707,320,50,1722,0,35,-1,79
10270586213224667182,0,14102100,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b4e16bf6,d4897fef,1,0,19950,320,50,1800,3,167,100074,23
10270949223486132219,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,35f0a8a1,be87996b,1,2,15702,320,50,1722,0,35,-1,79
10271048697627731543,1,14102100,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dfa9dec4,711ee120,1,0,15699,320,50,1722,0,35,100084,79
1027107357196112665,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,944f704d,04f5b394,1,0,15701,320,50,1722,0,35,-1,79
10271093640383898216,0,14102100,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,83f656a4,7e4efdcd,1,0,20346,300,250,2331,2,39,100057,23
10271182443096396092,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,62258e12,be87996b,1,2,18993,320,50,2161,0,35,100148,157
10271203375977876443,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b161a5a8,36d749e5,1,0,15707,320,50,1722,0,35,-1,79
10271220969460496323,0,14102100,1005,0,1bf0f8d0,e2e5d9f1,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,b7708f50,27f0942f,1,0,18993,320,50,2161,0,35,-1,157
1027146272049361132,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,7517bc36,813f3323,8ded1f7a,a99f214a,3a9f0b0d,bd1ec0c7,1,2,21611,320,50,2480,3,297,100111,61
10271587644058454574,1,14102100,1002,0,85f751fd,c4e18dd6,50e219e0,a37bf1e4,7801e8d9,07d7df22,e317838f,6aaa3507,20ac086f,0,0,21678,320,50,2495,2,167,-1,23
10271868904318559525,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,b7868823,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
